Close,Open,Volume
57.76641082763672,58.50700583824745,18557200
57.08506393432617,58.14411500993444,18178700
57.625694274902344,57.2998363220032,22039000
58.78843307495117,58.240394319659465,22044100
62.20998001098633,59.54383914057377,35213100
61.469390869140625,61.09168580099547,25056700
62.6395263671875,61.82487299840174,28418800
63.32086944580078,64.05405687835484,27335400
62.35810470581055,62.83208511433579,23154200
62.72098922729492,62.00261120910705,21183400
62.39512634277344,62.20997759991654,9688500
63.920745849609375,62.639519799917245,24080200
65.32789611816406,65.5278599685876,29332500
64.21699523925781,65.76484181098284,22748800
62.88393783569336,64.03926447881561,32752300
62.11371612548828,61.98781065807492,29040100
62.254425048828125,62.25442504882812,22490500
62.43217086791992,63.617121929705874,25806800
62.5728645324707,62.95056953174262,20994900
61.958187103271484,63.3801283007631,28453000
59.891929626464844,61.42496130494411,31397700
63.1801643371582,60.35849889623737,24131300
63.5356559753418,63.320882712667256,17489000
63.50602722167969,63.913356770098794,19179400
65.17237091064453,63.506031881679185,24535400
66.74983215332031,65.28345706727745,24915800
67.6829833984375,66.98682222039731,26598600
67.69779968261719,66.65355789676106,24815300
69.51966094970703,68.4680116607035,47888900
68.1125259399414,69.1419525815344,34555300
67.81629180908203,67.47561874750649,22804400
65.80187225341797,65.92777206195328,29624900
66.28325653076172,66.2388226361529,20774700
63.431968688964844,65.80187064587668,36259300
63.56526184082031,64.01702518339114,22690600
63.61711120605469,64.13552544248292,14561000
64.72061157226562,64.20219721243762,23591200
64.03925323486328,65.23901356890123,24413800
64.83169555664062,62.66915922656124,37212500
68.34211730957031,64.07628780258126,51028300
73.80029296875,73.29668814213312,42191500
73.83732604980469,74.20762358395676,38621400
75.51847839355469,73.08191999324369,30533200
77.81432342529297,77.34775056741823,55305300
74.40017700195312,79.23626170660964,53060200
72.43848419189453,73.66899126451911,41051200
74.83027648925781,72.67688495830022,33107000
74.43805694580078,74.93025976180763,24321500
70.44659423828125,73.04604660148378,37172800
68.4239501953125,68.43932896670147,47128500
70.08513641357422,70.66962950034782,37906100
72.52308654785156,71.44639059299871,40663500
73.89971160888672,73.37675121184719,46080900
75.99156951904297,74.85335272928464,25374600
74.29193115234375,75.7608531275772,29489800
74.17656707763672,74.98409039816345,26309600
74.53034973144531,73.98430652954121,23122800
73.23831939697266,75.13791168062203,22505500
73.32292175292969,73.59978663228489,16274200
72.69226837158203,73.32290358103799,38228800
73.73052215576172,74.07660027208449,22007500
73.52287292480469,74.1535082210726,17981400
74.56879425048828,74.43036184693614,22457700
75.3224868774414,74.42267327528526,16914000
73.14602661132812,74.876428869969,25764400
74.25348663330078,73.31522312764841,22615800
74.69953918457031,73.44596101978608,19946600
73.17678833007812,74.32269748972934,26887400
72.2923583984375,72.146233668749,16515800
71.80785369873047,73.1383375420235,16822600
71.83091735839844,71.9001306282482,23674700
70.82344055175781,71.76170406965947,24980700
69.65445709228516,70.45428815544763,14812600
67.43185424804688,68.97768192387724,34550900
65.67838287353516,66.60895408813332,29635700
61.871490478515625,64.02488225885469,39058200
60.81786346435547,59.94112692384289,38943700
59.987274169921875,60.81786860509489,37069400
63.19428253173828,61.87917765549138,49408800
64.7554931640625,65.3861283963341,56032800
64.05564880371094,66.27825396533181,47492200
63.77109146118164,63.955671931438864,31473600
63.448081970214844,63.79416007031686,27364600
62.917415618896484,63.00970583900929,34032200
61.77920913696289,62.71747266046789,30906600
61.34083557128906,60.9101537102632,25204100
58.82598876953125,59.625819909363095,37050200
58.09536361694336,58.6567796444282,31905000
60.51792526245117,59.50275636679237,33933400
59.910377502441406,59.25667110367867,27737200
59.84115219116211,60.31028392880625,26086800
61.633079528808594,60.510241490742494,23828800
61.37159729003906,62.94818236142186,29305300
59.81808853149414,60.53332177220395,30631700
61.41004180908203,59.81807223822298,29984300
62.494449615478516,63.071250452045454,38372000
63.77109146118164,63.29427324848591,27632800
64.63245391845703,62.9251225877466,35176800
64.83241271972656,64.60169005110698,24607700
64.7939453125,64.72473204489631,27450600
65.92447662353516,65.29384141654815,19834500
66.63970947265625,66.35515234510736,16147900
66.30131530761719,67.07807520561892,41369800
67.86253356933594,66.28594827315435,26258900
69.1391830444336,69.21608863608068,25142400
68.03172302246094,68.83155407559828,18431900
68.10094451904297,68.93922546285347,14932800
69.69291687011719,67.86253199458174,27004800
67.29341888427734,69.04689217468723,26959100
65.01698303222656,66.90888884015607,36291100
65.03235626220703,64.11716978161022,28689500
62.971248626708984,63.140444425827035,31050500
62.848209381103516,63.31734111763442,22634500
62.809757232666016,63.14045657616536,33610300
59.53352737426758,61.02551456950097,56914600
58.064605712890625,58.14151130192019,26725700
58.44914245605469,59.06439893417931,20981000
57.94924545288086,56.911005313238036,32228300
55.834312438964844,58.78753538362772,31943300
57.38783264160156,55.972745053183054,22394300
60.02573776245117,58.833680452035495,28825700
61.10242462158203,61.52541419115451,26052000
60.59483337402344,61.22546853454203,18636600
58.87982177734375,59.21052112609407,27471300
57.75697326660156,58.079980237422674,26721000
57.4262809753418,56.91100704945037,12474200
57.1417236328125,57.172481172644325,26472200
57.68007278442383,57.41090028493394,23138800
59.35664367675781,59.41817049925878,34251200
57.98769760131836,59.08746449240875,24149200
56.011199951171875,57.02636904335167,22076800
56.18039321899414,55.37286985329213,22460000
55.98812484741211,56.10348029591046,22980800
52.25814437866211,54.21926922972417,57715800
52.581153869628906,51.91206294601743,36589000
52.8580207824707,54.134669996939394,22131300
52.9733772277832,52.458103314300246,21785500
51.82746887207031,52.650371029347156,40427400
52.7349739074707,51.76594692667451,26987300
53.227169036865234,53.68092198173637,27884000
54.211578369140625,54.342324332244786,19833200
54.111602783203125,54.84990705666245,19791500
54.234642028808594,53.81165838914207,21666900
54.365394592285156,54.957574106916496,21778700
53.6424674987793,53.580940679823115,77006600
52.358123779296875,53.019522386758695,38874000
54.02700424194336,52.55039571214789,32636900
51.92744064331055,53.88087300901764,31934600
51.62751007080078,52.042807312649096,40540800
